name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
Hatshepsut Perfume Oil,"The first woman to rule Egypt as pharaoh, Hatshepsut ruled in peace and established a great increase in trade and prosperity for the Egyptian people. She was followed by an envious ruler who tried to blot out her name and accomplishments from the memory of the people. Her fame was restored with the renewed interest in archeology in the late 19th and 20th centuries. Bitter beautiful galbanum pairs with the smoothness of labdanum, a bit of oude gum, and a very small amount of the best skin amber. This is how Hatshepsut would have presented herself: the Queen of all, The Pharaoh of All and the Conqueror of All. Breathtakingly strong and yet lovely, very simple, very elegant. The marriage of opposites where the pieces naturally work. Spicy and resinous.",https://possets.com/wp-content/uploads/2012/07/Hatshepsut-600x600.jpg,Possets,"[""breathtakingly strong"", ""yet lovely"", ""very simple"", ""very elegant""]",[],[],https://possets.com/product/hatshepsut-perfume-oil/
Morgan le Fey Perfume Oil,"Dark and richly incense-filled, heavy with spice and not tame, Morgan le Fey is most unusual and supremely attractive. Flowers meet patchouli and collide with spices. Instead of becoming a confused mish-mash it contains a singular character and is captivating. If darkly romantic perfumes are your passion, try Morgan le Fey and don't be surprised by its addicting properties.",https://possets.com/wp-content/uploads/2012/02/morgan-le-fay-600x605.jpg,Possets,"[""dark"", ""richly incense-filled"", ""heavy"", ""spice"", ""not tame"", ""morgan le fey is most unusual"", ""supremely attractive""]",[],[],https://possets.com/product/morgan-le-fey-perfume-oil/
Isabella Perfume Oil,"So very ladylike but so very seductive. Notes of rose are combined with a light resin, white tea leaf and a rare honey/milky-musk. This one starts off as demure and gradually becomes more and more seductive as it warms on your skin. Finally the musk comes out, a ""cream musk"" as it becomes very brightly smoothly sweet as the mixture matures. A light dusting of familiar spices round out the mixture and make it the perfect portrait of Isabella and what she must have left behind after she lingered in a room. Enchanting and uplifting perfume.",https://possets.com/wp-content/uploads/2016/05/products-isabella.jpg,Possets,"[""of rose are combined"", ""light resin"", ""white tea leaf"", ""rare honey/milky-musk""]",[],[],https://possets.com/product/isabella-perfume-oil/
Schrodinger’s Mouse Perfume Oil,"Sweet and smokey, foody and cute. Just like Schrodinger's mouse. It is alive and not alive at the same time? No, it's attractive and sexy at the same time. A foody lover's perfume. Neat, like mouse paws. Coconut dust and sugar and honey and a bit of toasted grain.",https://possets.com/wp-content/uploads/2013/04/Schroedingers-Mouse.jpg,Possets,"[""sweet"", ""smokey"", ""foody"", ""cute""]",[],[],https://possets.com/product/schrodinger-s-mouse-perfume-oil/
A Prologue Perfume Oil,"Here bygynneth the Book of the tales of Canterbury (Middle English) Here begins the Book of the Tales of Canterbury (Modern English) Whan that aprill with his shoures soote The droghte of march hath perced to the roote, And bathed every veyne in swich licour Of which vertu engendred is the flour; Whan zephirus eek with his sweete breeth Inspired hath in every holt and heeth Tendre croppes, and the yonge sonne Hath in the ram his halve cours yronne, And smale foweles maken melodye, That slepen al the nyght with open ye (so priketh hem nature in hir corages); Thanne longen folk to goon on pilgrimages, And palmeres for to seken straunge strondes, To ferne halwes, kowthe in sondry londes; And specially from every shires ende Of engelond to caunterbury they wende, The hooly blisful martir for to seke, That hem hath holpen whan that they were seeke. When April with his showers sweet with fruit The drought of March has pierced unto the root And bathed each vein with liquor that has power To generate therein and sire the flower; When Zephyr also has, with his sweet breath, Quickened again, in every holt and heath, The tender shoots and buds, and the young sun Into the Ram one half his course has run, And little birds make melody That sleep through all the night with open eye (So Nature pricks them on to ramp and rage)- Then do folk long to go on pilgrimage, And palmers to go seeking out strange strands, To distant shrines well known in sundry lands. And specially from every shire's end Of England they to Canterbury wend, The holy blessed martyr there to seek Who helped them when they lay so sick. The pilgrims are on their way to Canterbury Cathedral in April. The countryside is beautiful and all are merry in the lush spring sunshine. The lightest of spring flowers, the reticulated iris combined with a green hay-like grass, and this simple compelling blend sends you on your adventure. The soul of this time of year when the Ram is still running (in the middle of the sign of Aries!). Type: Floral, spicy",https://possets.com/wp-content/uploads/2012/03/A-Prologue.jpg,Possets,"[""type: floral"", ""spicy""]",[],[],https://possets.com/product/a-prologue-perfume-oil/
3336 Reservoir Road N.W. Perfume Oil,"A swell address, and one which had fought its way out of shabby to chic in jig time. Cool green tree lined streets, a whiff of tea being served in some successful man's drawing room, a bit of class laden perfume worn by the ladies at tea, and the far away scent of labdanum thrown in for good measure. A very well bred sort of thing to wear, it announces your good taste and sly allure.",https://possets.com/wp-content/uploads/2015/04/3336-Reservoir-Road-NW-600x600.jpg,Possets,"[""swell address"", ""one which had fought it way out of shabby to chic in jig time""]",[],[],https://possets.com/product/3336-reservoir-road-n-w-perfume-oil/
Tulipomania Perfume Oil,"Ah, what says ""Spring"" more than flowers? Tulipomania is an unapologetic floral reminiscent of a huge field of tulips in Holland, all waving in the spring breeze and they are all purple, blue, and white. Inspired by the madness which attacked The Netherlands around 1636 and pushed the price of a single tulip bulb up to astronomical heights. This one was also inspired by a Dutch Possetier! Pretty, sweet, floral but non-cloying, feminine.",https://possets.com/wp-content/uploads/2008/03/Tulipomania-600x600.jpg,Possets,"[""this one was also inspired by a dutch possetier! pretty"", ""sweet"", ""floral but non-cloying"", ""feminine""]",[],[],https://possets.com/product/tulipomania-perfume-oil/
Lovechild-Sweetbaby Perfume Oil,"Vanilla concentrated with lavender and amber. A simple but unforgettable gorgeous blend. Sometimes the most fetching combinations are just all about the quality of the ingredients, and this is one of them. Would be fabulous caught in your favorite sweater.",https://possets.com/wp-content/uploads/2012/11/sweetbaby-600x575.jpg,Possets,"[""lavender"", ""amber""]",[],[],https://possets.com/product/lovechild-sweetbaby-perfume-oil/
Madame Eglantine (The Prioress’ Tale) Perfume Oil,"They called her Madame Eglantine. That name means honeysuckle, but it could just as well have been the welcome and lovely name of lilac which sweetens the days of mid-spring with a kiss of incense (for a nun) and a float of citrus. Shy and beautiful. The Prioress is the head of a convent, and she is first shown to be a rather pretentious woman who then tells her tale of a dead child coming to life and singing in a rather shocking tale of piety. Type: floral, incense, citrus",https://possets.com/wp-content/uploads/2012/03/products-prioress-e1612923464341-transformed-600x600.jpg,Possets,"[""type: floral"", ""incense"", ""citrus""]",[],[],https://possets.com/product/madame-eglantine-the-prioress-tale-perfume-oil/
Lady and a Baby Unicorn Perfume Oil,"A wonderful combination. Using the right type and right amount and right dilution, vetiver (that sultry, earthy, wild, and dominant part) becomes positively docile, sweet, and innocent...almost fruity in the presence of three vanillas (dry, fat, and sweet). It's like the renewal of its virginity. Resinous The story around this painting by Raphael is that the young lady was to be betrothed to a gentleman of a good family. Something happened (probably the political benefits of the union were less desirable after some circumstance). The young lady had lived in the groom's court and was sent home when the engagement was dissolved. Rumors swirled around her, some said that she gave her innocence to the would-be groom! This picture shows a very serious and unhappy looking nubile young woman with a baby unicorn snuggled in her arm. Since unicorns will only consort with pure human virgins, this is an allusion to the sitter being virgo intacto despite what ugly gossips might spread about.",https://possets.com/wp-content/uploads/2016/05/products-lady_with_a_unicorn-large-783x1024-600x785.jpg,Possets,"[""almost fruity in the presence of three vanillas (dry"", ""fat"", ""sweet)""]",[],[],https://possets.com/product/lady-and-a-baby-unicorn-perfume-oil/
Sprang Perfume Oil,"In the spirit of never-ending conjugation, Possets gives you Sprang. This is the essence of a jelly bean, scientifically dissected and studied and recreated in liquid form and put in a bottle. It is not edible. It is thoroughly enjoyable, though. Yes, this is the true plain white jelly bean ( faber jellius beanus Americanus et Britannicus et Gaullus est), and we hope you love it. (Layer with Churpz and die of happiness. Ahhhh! Face down in an Easter Basket).",https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""in the spirit of never-ending conjugation"", ""posset gif you sprang""]",[],[],https://possets.com/product/sprang-perfume-oil/
"Delaware-Corporations, Sex & Money Perfume Oil","There is no aphrodisiac like power, and Delaware has that in surplus. It's where corporations incorporate and talk and golf and yacht and do business by the sea. Possets' Delaware smells ultra expensive. It's the aquatic haters' aquatic. Very good for summer with a bamboo aspect and a light refreshing spice playing in the background. Spicy, aquatic.",https://possets.com/wp-content/uploads/2008/10/Delaware-600x600.jpg,Possets,"[""there is no aphrodisiac like power"", ""delaware has that in surplus""]",[],[],https://possets.com/product/delaware-corporations-sex-money-perfume-oil/
Fibonacci Curve Perfume Oil,"One of the most important concepts in Sacred Geometry, the Fibonacci Curve is lovely to look at. It is a miracle of elegance. A subtle and attractive fragrance, Fibonacci Curve also manages to be supremely creative yet puts the sophistication into a convention. A Japanese incense starts as a base for a green-black musk of particularly haunting quality. A small amount of vetiver to nail down the base notes and give that slight beautiful twist that the right amount of vetiver can give. Finally, a fine veil of violet leaf and rock rose to finish this flagship element off just the way it should be, like the final notes of a symphony.",https://possets.com/wp-content/uploads/2016/05/products-fibonaccishell.jpg,Possets,"[""give that slight beautiful twist that the right amount of vetiver can give""]",[],[],https://possets.com/product/fibonacci-curve-perfume-oil/
The Swing (Fragonard) Perfume Oil,"Pink frills and gaiety. Living as if there is no tomorrow and loving every second of it. Who wouldn't want to be a French aristocrat who wanted for nothing and had a high wall constructed against the nastiness of the world? Your days would be filled with ways to show off your frilly panties to those whom you fancied and your nights? Well, you can guess what they were like. One round of fun after another. The pinkest of pink creations. Raspberry and frothed vanilla milk, add a blush of peach and you are the toast of the court. Foody, frilly, sweet, and fabulous.",https://possets.com/wp-content/uploads/2015/06/The-Swing-Fragonard-600x600.jpg,Possets,"[""foody"", ""frilly"", ""sweet"", ""fabulous""]",[],[],https://possets.com/product/the-swing-fragonard-perfume-oil/
Tricky Perfume Oil,"Bacon, that bane of all things physical and spiritual! Tricky, a fragrance so pungently good, so soaked in evil that you will be positively ashamed to admit that you like it. Yes, there is the true scent of bacon shot throughout this offering, BUT it is married with BUTTER!!! Great mother of pearl, but the degeneracy doesn't stop there. It is wrapped in the most gossamer of phyllo pastry and coated in Anatolian honey! This stuff is undoubtedly what the first whiffs of Hell must smell like (they have to lure you in somehow). Yum! Yum! Yuuuum!",https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""butter!!! great mother of pearl"", ""but the degeneracy doesn't stop there""]",[],[],https://possets.com/product/tricky-perfume-oil/
Alabama-Creamy Sweet Flower Bower Perfume Oil,"Floral perfume lovers rejoice! This one is the essence of a hot sticky Southern night at the height of passion with the one you love. What a treat! Alabama weaves pink fizzy mimosa, thick white magnolia, canebrake jasmine, Mexican tuberose, and Martinique gardenia. The effect is eternally woman, unabashedly sexy, and in command. These are all knit together with precious Sacred Frankincense to concoct a bombshell of a fragrance, deep white floral with deep incense leanings. A hypnotic fragrance. So very sweet, so very profound. Feminine, floral, devastating.",https://possets.com/wp-content/uploads/2016/06/alabama-600x600.jpg,Possets,"[""what a treat! alabama weaf pink fizzy mimosa"", ""thick white magnolia"", ""canebrake jasmine"", ""mexican tuberose"", ""martinique gardenia""]",[],[],https://possets.com/product/alabama-creamy-sweet-flower-bower-perfume-oil/
Jeanne DuVal Mistress of Charles Baudelaire,"Baudelaire was one of the most extreme poets of the 19th century. He wrote a famous book of poetry called Les Fleurs de Mal (Flowers of Evil). He was considered an exceptional eccentric who dyed his hair green (long before it was fashionable) wore winter clothes in summer and summer clothes in winter and he had a half French half Haitian mistress named Jeanne DuVal who was the subject of much of his poetry. This is a tremendously complex formula that includes five ambers (two golden, one dry, one sweet, and one we call Black Amber), add to that African Musk, a drop of aged sweet patchouli, a nice swath of labdanum, a large part of a very, very dry and somewhat woody Bourbon vanilla, a bit of sandalwood, and just the right amount of Haitian vetiver. This is a wonderfully resinous perfume, with tremendous staying power, infinite sexuality, and amazing balance. Woody in part, spicy in part, resinous always.",https://possets.com/wp-content/uploads/2017/12/products-JeanneDuVal2.jpg,Possets,"[""this is a wonderfully resinous perfume"", ""tremendous staying power"", ""infinite sexuality"", ""amazing balance""]",[],[],https://possets.com/product/jeanne-duval-mistress-of-charles-baudelaire/
The Mistress of Power Perfume Oil,"An almost indescribable fragrance of great potency. An incense and musk scent. Black, grey, and golden musks at the base, a good part of aged patchouli (which has gone from a thin light yellow to a thick dark brown over the years in the curing cabinet) there is absolutely nothing coy about this blend. The backdrop of a nonfoody and more brandy-like chocolate liquor, a small amount of clove, all finished off with an ambergris-like musk for a shadow-like staying power.",https://possets.com/wp-content/uploads/2012/09/Mistress-of-Power-600x600.jpg,Possets,[],[],[],https://possets.com/product/the-mistress-of-power-perfume-oil/
Goodness (100% Natural) Perfume Oil,"Goodness shamelessly exploits the beauty of simple natural ingredients for all the best reasons. Perfumy bergamot is combined with glorious rosa damecina trigintepetala (Damask rose) and a hint of rare Australian sandalwood (which is not endangered), and you have pure magic from pure sources. A fabulous way to greet spring in your life. Very uplifting when the sun ducks behind a cloud in April.",https://possets.com/wp-content/uploads/2009/04/goodness-600x600.jpg,Possets,"[""glorious rosa damecina trigintepetala (damask rose)"", ""hint of rare australian sandalwood (which is not endangered)"", ""you have pure magic from pure source""]",[],[],https://possets.com/product/goodness-100-natural-perfume-oil/
The Girls Love Chocolate Perfume Oil,"Imagine a thick chocolate shell covering a center of semi-crystallized honey which crunches ever so appealingly as you bite into it. The honey is very high-class, not at all cloying, and very fresh. Somehow this combination turned out to be gourmandy and imminently wearable at the same time so that a foody scent is elevated to the level of a rather appealing perfume.",https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""the honey is very high-class"", ""not at all cloying"", ""very fresh""]",[],[],https://possets.com/product/the-girls-love-chocolate-perfume-oil/
Rimi Perfume Oil,"Possets has teamed up with the non-profit To The Ends Of The Earth which is dedicated to helping emancipate and reintegrate women and girls who have been sex trafficked in Nepal. 30% of sales for each of these blends will go directly to support TTEOTE's work. We hope you will help in this important cause with a purchase of one or more of these blends! Rimi means Beautiful Woman in Nepali. Rimi Perfume Oil is a seductive composition of Sage, Black Pepper, and a complex Nepali Musk accord.",https://possets.com/wp-content/uploads/2021/07/Rimi-600x600.jpg,Possets,"[""rimi perfume oil is a seductive composition of sage"", ""black pepper"", ""complex nepali musk accord""]",[],[],https://possets.com/product/rimi-perfume-oil/
Arrival of the Queen of Sheba (Handel) Perfume Oil,"Mysore sandalwood, suede, frankincense, patchouli, 4 vanillas. This blend is tough and tender at the same time, like the queen herself. This one makes vanilla turn tricks with all of the fabulous elements that get along so well. It's an instant, sexy classic.",https://possets.com/wp-content/uploads/2014/11/Arrival-of-the-Queen-of-Sheba-600x639.jpg,Possets,"[""mysore sandalwood"", ""suede"", ""frankincense"", ""patchouli"", ""4 vanillas""]",[],[],https://possets.com/product/arrival-of-the-queen-of-sheba-handel-perfume-oil/
Cruel Spring Perfume Oil,"Citrus and lily of the valley. Very cold and shakes the darling buds of spring after loading them up with ice. But, that's what keeps them from being totally frozen. It's a beautiful cold and refreshing fragrance and made its debut in 2007 during a particularly cold springtime.",https://possets.com/wp-content/uploads/2009/08/Cruel-Spring-600x600.jpg,Possets,"[""but"", ""that's what keep them from being totally frozen""]",[],[],https://possets.com/product/cruel-spring-perfume-oil/
Passion Perfume Oil,"A supersaturated chocolate solution with a smooth chocolate interior and a chocolate shell covered in chocolate sauce and floating in a puddle of chocolate. All manner of chocolate in one place, and that place is heaven. Mmmmm. There is a store in Paris on the Champs Elysees called Maison de Chocolate. This is how it smells when you enter. The most expensive and richest delectable chocolates are made there. So wonderful that it would be impossible to eat even one quickly, even if you were hungry. They are far too good to be wolfed down but must be savored so slowly in delightful torture with the rush of melting and the ecstasy of satisfaction. Here it is in perfume form. Let's hope you can wear it without sustaining multiple bites from your friends.",https://possets.com/wp-content/uploads/2009/01/passion-600x600.jpg,Possets,"[""all manner of chocolate in one place"", ""that place is heaven""]",[],[],https://possets.com/product/passion-perfume-oil/
Coo Perfume Oil,"If you can't get enough sweetness, this is the blend for you. A non-animalic Jasmine is paired with the sweetest of the sweet elements to make a drippingly good blend. Again, the prettiest of all jasmines shines with a candy-like background pushing it forward. Feminine, floral, sweet, and irresistible.",https://possets.com/wp-content/uploads/2008/03/Coo-600x600.jpg,Possets,"[""feminine"", ""floral"", ""sweet"", ""irresistible""]",[],[],https://possets.com/product/coo-perfume-oil/
Angelic Host (9th)-Seraphim Perfume Oil,"Simple and beautiful, elemental and hypnotic. These are sweet but at the same time blended together they become a third type of wonderful harmonious blend which is at once grand and then again something to fall instantly in love with. The six winged Seraphim are the highest order of angel, in some ways austere and then again they anticipate desires. Five vanillas (most of them fat and buttery vanillas cut with lean and sharp vanillas) and are blended with six different ambers which give the hypnotic part to the whole. Type: foody, sweet, vanilla",https://possets.com/wp-content/uploads/2010/12/seraphim-600x569.jpg,Possets,"[""type: foody"", ""sweet"", ""vanilla""]",[],[],https://possets.com/product/angelic-host-9th-seraphim-perfume-oil/
Hera Perfume Oil,"Hera Perfume Oil honors the Greek Goddess Hera, the goddess of women, motherhood, and marriage. Although Hera was Zeus' wife, she famously did not put up with his many dalliances. This perfume was created to capture her independent and ferocious spirit. On top of a base of two Sandalwoods and a particularly dry Amber, Sicilian Myrtle, Pink Grapefruit, and a touch of peppery carnation combine into a sensual and intoxicating new scent that is perfect for the Modern Goddess!",https://possets.com/wp-content/uploads/2022/06/Hera-Bust-Warm-with-blur_edited-2-600x600.jpg,Possets,"[""hera perfume oil honor the greek goddess hera"", ""the goddess of woman"", ""motherhood"", ""marriage""]",[],[],https://possets.com/product/hera-perfume-oil/
Ara the Altar Perfume Oil,"Ara is an altar upon which fragrant items were placed and burned to please the gods. It is a southern constellation and should be a great vehicle for spices and resins! Black tarry musk forms the base for this blend, but it is lifted with a cloud of fragrant burnt oude smoke. Again, this is a very incense-like perfume but it is not heavy and somehow manages to maintain a feel of cold spring nights to it rather than snuggling down in winter.",https://possets.com/wp-content/uploads/2014/05/Ara_the_Altar-transformed-600x600.jpg,Possets,[],[],[],https://possets.com/product/ara-the-altar-perfume-oil/
Georgetown Perfume Oil,"Desperately refined, utterly well-bred, too chic for the crass, too finely milled to be for the vulgar. This is the essence of the rarest and most sought-after places under the sun, Georgetown in Washington, D.C. A small amount of the finest leather, a tiny bit of tea, a whiff of a basic chypre note. Dark brown and sharp to the nose but with a magical refinement that makes its haughtiness somehow lovable. This is the scent anthem for all the ladies who used to lunch at the Town House, meet people for dinner and drinks at the Carriage House, shop at the 1620 Shop, and walk their French Poodles down tree-lined streets feeling chic in their Dior suits. This is the fragrance from Costos on M Street up to The Public Library. You can visit it with Georgetown. One of the divine Chypre/French/Grande perfumes that are still classics.",https://possets.com/wp-content/uploads/2015/04/Georgetown-1-600x600.jpg,Possets,[],[],[],https://possets.com/product/georgetown-perfume-oil/
Solis Anima Perfume Oil,"Introducing Solis Anima Perfume Oil, Soul of the Sun, a captivating fragrance that evokes the radiant soul of the sun with its exquisite blend of luxurious and unconventional notes. The bright and tangy aroma of Blood Orange is blended with the delicate sweetness of Lychee Tea and the alluring scent of Fragrant Screwpine Flower, creating a heady and intoxicating opening accord that is both refreshing and uplifting. Intriguing and complex notes of Tamarind, Cucumber, and Ginger add a touch of spice and depth to the scent, while the subtle and fresh aroma of Tomato infuses the fragrance with a natural and earthy quality. The base of Solis Anima is anchored by the rich and warm scents of Vetiver, Kadamba Flowers, and Sandalwood, creating a smooth and sensual finish that lingers on the skin. The luxurious oil base ensures that the scent of Solis Anima Perfume Oil is long-lasting and luxurious, making it the perfect choice for any occasion.",https://possets.com/wp-content/uploads/2023/05/Solis-Anima-600x600.jpg,Possets,[],[],[],https://possets.com/product/solis-anima-perfume-oil/
Line Perfume Oil,"The shortest distance in any case. The way a particle likes to travel in space. More down-to-earth elements are introduced as the fragrances move more into the realm of Nature and away from the pop of pure intellect. Again grapefruit signals that this is a construct of the imagination. Counterpoints of sage and cedar lift up the blend and cause it to be somewhat woody and slightly smokey. A delight, herbal and fruity.",https://possets.com/wp-content/uploads/2013/04/line-600x600.jpg,Possets,"[""delight"", ""herbal"", ""fruity""]",[],[],https://possets.com/product/line-perfume-oil/
Quatrefoil Perfume Oil,"A quatrefoil is a shape like a four-leafed clover. It is very popular in church windows and can be used to generate 8,16,32 and more sorts of lovely parts. A stone-like scented accord combined with a melange of spice, a waft of capsicum, and the beauty of a bit of love-in-a-mist. Not the usual collection of ingredients, but this is Possets, and we like to explore the beauty of the unexpected. A mindful perfume to be worn for seduction at close range when you want to project beauty and a certain mystery. Not foody but somehow like a compliment to your appetites.",https://possets.com/wp-content/uploads/2013/04/Quatrefoil-1-600x555.jpg,Possets,"[""melange of spice"", ""waft of capsicum"", ""the beauty of a bit of love-in-a-mist""]",[],[],https://possets.com/product/quatrefoil-perfume-oil/
Tipsy Perfume Oil,"Lime and strong rye, a bit of unsettling whiff of mint when someone left the door open to sober up all the merrymakers. This is at once very foody and very astringent. Something of a marriage of opposites and worth a good deal of consideration, being a somewhat daring blend to tempt you.",https://possets.com/wp-content/uploads/2015/04/Tipsy-600x600.jpg,Possets,[],[],[],https://possets.com/product/tipsy-perfume-oil/
Wraith Perfume Oil,"A tremendously alluring blend, more like the kind of lover you want but could never catch. Six musks blended together in a way which is frosting for the heart and soul. Primal and honey filled with a hint of cake, yet thoroughly modern and slinky,",https://possets.com/wp-content/uploads/2011/09/Wraith-600x600.jpg,Possets,"[""primal"", ""honey filled"", ""hint of cake"", ""yet thoroughly modern"", ""slinky""]",[],[],https://possets.com/product/wraith-perfume-oil/
Prestidigitazione Perfume Oil,"The word means magic in Italian. Black fig, thick nag champa, black coconut, black smooth balm-like labdanum. Comforting sex here, very summery but heavy and dark as black magic itself. The opening is all sweetness and then it cuddles down to a sexy dark love sauce. The complexity of fig is brought to the fore here.",https://possets.com/wp-content/uploads/2014/07/Prestidigitazione-600x600.jpg,Possets,"[""black fig"", ""thick nag champa"", ""black coconut"", ""black smooth balm-like labdanum""]",[],[],https://possets.com/product/prestidigitazione-perfume-oil/
Red Shift Perfume Oil,"Named after one part of the Doppler Effect, the redshift occurs when a body moves away from you...the object actually shifts into a redder look (though minuscule, it is there). Strong red fruit and a sharp peppery background team up to give a jolt to your senses even as the object of your attention is moving away from you at all due speed. A very useful phenomenon, and you will find this a surprisingly useful fragrance. It is fetching in its novelty and lots of fun.",https://possets.com/wp-content/uploads/2011/04/red-shift-1-600x600.jpg,Possets,"[""named after one part of the doppler effect"", ""the redshift occur when a body mof away from you""]",[],[],https://possets.com/product/red-shift-perfume-oil/
"Lord Byron-She Walks In Beauty, Like The Night… Perfume Oil Rev. 1","""She walks in beauty, like the night Of cloudless climes and starry skies; And all that 's best of dark and bright Meet in her aspect and her eyes..."" George Gordon, Lord Byron, She Walks In Beauty"" One of the most dazzling poems ever written by one of the most extreme of poets. Byron was famously described by Lady Caroline Lamb (whom he ruined) as, ""Mad, bad, and dangerous to know."" ""She Walks In Beauty"" has a composition of black oude, a musk which only has a number, not a name, sandalwood, artemisia, rue, Arabian white oude, petitgrain, elimi, silk essence, and black tea. Strong, Sexual yet wise, long-lasting, and classic. The newest Revision is much darker in color than the original as we have added a deeper and darker oude. It is still as alluring as ever!",https://possets.com/wp-content/uploads/2013/07/Lord_Byron-600x576.jpg,Possets,"[""byron was famously described by lady caroline lamb (whom he ruined) as"", ""\""mad"", ""bad"", ""dangerous to know""]",[],[],https://possets.com/product/lord-byron-she-walks-in-beauty-like-the-night-perfume-oil/
Angelic Host (6th)-Dominions Perfume Oil,"Dominions are charged with the delivery, and administration of power in heaven and earth. Their fragrance is one which you would want to wear as the CEO and chairman of the board, the president, or the captain of your own fate. Very commanding and yet beautiful. If you were a queen, you would wear this scent. Tremendously and effortlessly commanding, this is a fragrance totally made out of resins. Amber and labdenum, a small crumb of frankincense and two more ambers. Captivating, seductive, insinuating and fabulous. Type: foody, sweet, amber",https://possets.com/wp-content/uploads/2010/12/dominions-600x531.jpg,Possets,"[""captivating"", ""seductive"", ""insinuating"", ""fabulous""]",[],[],https://possets.com/product/angelic-host-6th-dominions-perfume-oil/
Platinum 100% Natural Perfume Oil,"Celebrates the snap and tingle of wild spring air, when the sun in out and the heaviness of winter has lifted but it is yet too cold for bare arms. Wet stone and a fuzzy dark olive green scent, strong and sharp like platinum. Exceptionally sophisticated, desperately well bred, and this perfume blossoms on your skin like mad. Take the time to regard how it changes through its cycle. You should encounter one part of the phase where it is so beautiful you have not quite smelled anything that divine and then, just as quickly as you smell that it disappears only to reappear when you least expect it. Bewitching and amazingly it's 100% natural.",https://possets.com/wp-content/uploads/2015/04/Platinum-600x600.jpg,Possets,"[""exceptionally sophisticated"", ""desperately well bred"", ""this perfume blossom on your skin like mad""]",[],[],https://possets.com/product/platinum-100-natural-perfume-oil/
Srijana Perfume Oil,"Possets has teamed up with the non-profit To The Ends Of The Earth which is dedicated to helping emancipate and reintegrate women and girls who have been sex trafficked in Nepal. 30% of sales for each of these blends will go directly to support TTEOTE's work. We hope you will help in this important cause with a purchase of one or more of these blends! Srijana means Creativity in Nepali. Srijana Perfume Oil is an uplifting composition of Pink Grapefruit, Cardamom, and Sandalwood.",https://possets.com/wp-content/uploads/2021/07/Srijana-600x600.jpg,Possets,"[""srijana perfume oil is an uplifting composition of pink grapefruit"", ""cardamom"", ""sandalwood""]",[],[],https://possets.com/product/srijana-perfume-oil/
Tidal Wave Perfume Oil,"The cherry blossom mixed with aquatics and splintered green woods. A sad yet poignant blend, beautiful but lachrymose. It ended up being a hauntingly solemn fragrance with the scent of spring blooms almost floating on the wave of watery base notes. Highly recommended.",https://possets.com/wp-content/uploads/2011/04/Tidal-Wave-600x600.jpg,Possets,[],[],[],https://possets.com/product/tidal-wave-perfume-oil/
The Windmill at Wijk bij Duurstede (Ruisdael) Perfume Oil,"One of the most perfect pictures ever painted, in my opinion. Somehow it manages to be jolly and foreboding at the same time. The sky appears to be whipping itself up into a North Sea frenzy as none of the maids traipsing along the shoreline notice. Is that ship trying to make the dock or are they convinced it's just a fine breeze for sailing? The combination of subject, composition, realistic paint handling, and placement all line up to make this an image that you will tear yourself away from after staring too long. It is hypnotic. Marine vanilla with an oakwood accord, silk accord, and two golden ambers. Dry and sophisticated and somehow resinous despite its aquatic parent. Highly unusual and very attractive.",https://possets.com/wp-content/uploads/2015/06/The-Windmill-at-Wijk.jpg,Possets,"[""marine vanilla"", ""an oakwood accord"", ""silk accord"", ""two golden amber""]",[],[],https://possets.com/product/the-windmill-at-wijk-bij-duurstede-ruisdael-perfume-oil/
Dodecahedron Perfume Oil,"The dodecahedron is an amazing shape that has 12 separate faces, each one a pentagon! The perfume which bears its name is as unusual and attractive as the dodecahedron itself. A very dry and unusual green vanilla, a touch of nectar, and a bit of smoke from a fragrant wood fire blend perfectly with the lovely citrus paradisii oil for a happily sharper side to all the emollient sweetness. A very likable perfume and serious in an unexpected way. This is a perfect perfume to dab on when you are in a devil-may-care mood this spring.",https://possets.com/wp-content/uploads/2013/04/Dodecahedron-1.jpg,Possets,[],[],[],https://possets.com/product/dodecahedron-perfume-oil/
Pi Perfume Oil,"Pi is a lovely thing. 3.14159... Irrational but not whimsical, orderly. Though you never get to the bottom of it, you never tire of chasing the concept. An uplifting blend and good for clearing away the last shreds of the winter doldrums and letting you prepare for better sunny days. Grapefruit zest and a cold and salty aquatic remind you of the first days of spring, combined with a bit of fougere and a good helping of herbaceous accord and a nice bit of rue and a hint of elimi. Outdoorsy and distinct, it's a bit restless.",https://possets.com/wp-content/uploads/2013/04/Pi-transformed-600x600.jpg,Possets,"[""irrational but not whimsical"", ""orderly""]",[],[],https://possets.com/product/pi-perfume-oil/
